Season,Week,Celebrity,Judge_Total_Score_Raw,Rule_Mode,Estimated_Fan_Vote_Percent_Mean,Estimated_Fan_Vote_Percent_Std,Acceptance_Rate_Percent,Actual_Result,Judge_Rank_Points,Judge_Percent
28,3,Karamo Brown,16.0,Rank (Bottom 2 Elimination),9.95,4.21,100.0,Safe,3.0,
28,3,Hannah Brown,21.0,Rank (Bottom 2 Elimination),9.79,4.17,100.0,Safe,6.0,
28,4,Kate Flannery,26.0,Rank (Bottom 2 Elimination),10.49,4.29,54.18,Safe,3.0,
28,4,James Van Der Beek,28.0,Rank (Bottom 2 Elimination),10.41,4.21,54.18,Safe,4.5,
28,4,Kel Mitchell,32.0,Rank (Bottom 2 Elimination),9.84,4.23,54.18,Safe,8.5,
28,4,Lamar Odom,20.0,Rank (Bottom 2 Elimination),7.68,2.4,54.18,Eliminated,1.0,
28,4,Sailor Brinkley-Cook,31.0,Rank (Bottom 2 Elimination),10.4,4.28,54.18,Safe,6.0,
28,4,Sean Spicer,21.0,Rank (Bottom 2 Elimination),11.07,4.33,54.18,Safe,2.0,
28,4,Lauren Alaina,32.0,Rank (Bottom 2 Elimination),9.97,4.26,54.18,Safe,8.5,
28,4,Ally Brooke,32.0,Rank (Bottom 2 Elimination),9.84,4.24,54.18,Safe,8.5,
28,4,Karamo Brown,28.0,Rank (Bottom 2 Elimination),10.42,4.19,54.18,Safe,4.5,
28,4,Hannah Brown,32.0,Rank (Bottom 2 Elimination),9.87,4.22,54.18,Safe,8.5,
28,5,Kate Flannery,24.0,Rank (Bottom 2 Elimination),11.35,4.45,100.0,Safe,4.5,
28,5,James Van Der Beek,26.0,Rank (Bottom 2 Elimination),11.26,4.4,100.0,Safe,7.5,
28,5,Kel Mitchell,26.0,Rank (Bottom 2 Elimination),10.65,4.31,100.0,Safe,7.5,
28,5,Sailor Brinkley-Cook,24.0,Rank (Bottom 2 Elimination),11.28,4.43,100.0,Safe,4.5,
28,5,Sean Spicer,19.0,Rank (Bottom 2 Elimination),11.99,4.55,100.0,Safe,1.0,
28,5,Lauren Alaina,23.0,Rank (Bottom 2 Elimination),10.82,4.33,100.0,Safe,3.0,
28,5,Ally Brooke,27.0,Rank (Bottom 2 Elimination),10.63,4.31,100.0,Safe,9.0,
28,5,Karamo Brown,21.0,Rank (Bottom 2 Elimination),11.33,4.45,100.0,Safe,2.0,
28,5,Hannah Brown,25.0,Rank (Bottom 2 Elimination),10.69,4.34,100.0,Safe,6.0,
28,6,Kate Flannery,27.0,Rank (Bottom 2 Elimination),9.02,2.75,0.41,Safe,8.0,
28,6,James Van Der Beek,27.0,Rank (Bottom 2 Elimination),9.07,3.1,0.41,Safe,8.0,
28,6,Kel Mitchell,26.0,Rank (Bottom 2 Elimination),11.02,2.72,0.41,Safe,5.5,
28,6,Sailor Brinkley-Cook,27.0,Rank (Bottom 2 Elimination),5.35,1.44,0.41,Eliminated,8.0,
28,6,Sean Spicer,21.0,Rank (Bottom 2 Elimination),15.02,4.9,0.41,Safe,1.0,
28,6,Lauren Alaina,26.0,Rank (Bottom 2 Elimination),11.06,2.67,0.41,Safe,5.5,
28,6,Ally Brooke,25.0,Rank (Bottom 2 Elimination),13.05,3.72,0.41,Safe,3.5,
28,6,Karamo Brown,25.0,Rank (Bottom 2 Elimination),13.2,3.78,0.41,Safe,3.5,
28,6,Hannah Brown,24.0,Rank (Bottom 2 Elimination),13.22,4.01,0.41,Safe,2.0,
28,7,Kate Flannery,24.0,Rank (Bottom 2 Elimination),10.71,4.48,23.56,Safe,2.0,
28,7,James Van Der Beek,27.0,Rank (Bottom 2 Elimination),9.75,4.12,23.56,Safe,7.0,
28,7,Kel Mitchell,25.5,Rank (Bottom 2 Elimination),13.18,4.17,23.56,Safe,4.0,
28,7,Sean Spicer,21.0,Rank (Bottom 2 Elimination),17.45,4.83,23.56,Safe,1.0,
28,7,Lauren Alaina,27.0,Rank (Bottom 2 Elimination),11.78,4.42,23.56,Safe,7.0,
28,7,Ally Brooke,27.0,Rank (Bottom 2 Elimination),13.81,4.74,23.56,Safe,7.0,
28,7,Karamo Brown,24.5,Rank (Bottom 2 Elimination),8.8,2.2,23.56,Eliminated,3.0,
28,7,Hannah Brown,26.0,Rank (Bottom 2 Elimination),14.52,4.56,23.56,Safe,5.0,
28,8,Kate Flannery,25.9998,Rank (Bottom 2 Elimination),9.62,2.95,69.08,Eliminated,3.0,
28,8,James Van Der Beek,31.9998,Rank (Bottom 2 Elimination),10.69,4.36,69.08,Safe,7.0,
28,8,Kel Mitchell,29.9998,Rank (Bottom 2 Elimination),14.96,4.81,69.08,Safe,4.0,
28,8,Sean Spicer,20.0,Rank (Bottom 2 Elimination),19.84,5.36,69.08,Safe,1.0,
28,8,Lauren Alaina,24.0,Rank (Bottom 2 Elimination),13.52,4.78,69.08,Safe,2.0,
28,8,Ally Brooke,30.0,Rank (Bottom 2 Elimination),15.38,4.92,69.08,Safe,5.0,
28,8,Hannah Brown,30.9998,Rank (Bottom 2 Elimination),16.0,5.12,69.08,Safe,6.0,
28,9,James Van Der Beek,36.0,Rank (Bottom 2 Elimination),12.7,4.93,38.13,Safe,4.0,
28,9,Kel Mitchell,37.0,Rank (Bottom 2 Elimination),17.07,5.44,38.13,Safe,5.0,
28,9,Sean Spicer,25.0,Rank (Bottom 2 Elimination),17.3,4.04,38.13,Eliminated,1.0,
28,9,Lauren Alaina,35.0,Rank (Bottom 2 Elimination),16.53,5.73,38.13,Safe,2.0,
28,9,Ally Brooke,40.0,Rank (Bottom 2 Elimination),17.14,5.77,38.13,Safe,6.0,
28,9,Hannah Brown,35.5,Rank (Bottom 2 Elimination),19.27,5.44,38.13,Safe,3.0,
28,10,James Van Der Beek,25.5,Rank (Bottom 2 Elimination),14.88,4.61,95.68,Eliminated,1.0,
28,10,Kel Mitchell,28.5,Rank (Bottom 2 Elimination),20.69,5.68,95.68,Safe,4.0,
28,10,Lauren Alaina,27.0,Rank (Bottom 2 Elimination),20.13,5.63,95.68,Safe,2.5,
28,10,Ally Brooke,29.5,Rank (Bottom 2 Elimination),20.76,5.74,95.68,Safe,5.0,
28,10,Hannah Brown,27.0,Rank (Bottom 2 Elimination),23.54,5.9,95.68,Safe,2.5,
28,11,Kel Mitchell,29.5,Rank (Bottom 2 Elimination),24.31,6.0,100.0,Safe,3.0,
28,11,Lauren Alaina,28.5,Rank (Bottom 2 Elimination),23.65,5.96,100.0,Safe,1.0,
28,11,Ally Brooke,30.0,Rank (Bottom 2 Elimination),24.36,6.03,100.0,Safe,4.0,
28,11,Hannah Brown,29.0,Rank (Bottom 2 Elimination),27.68,6.26,100.0,Safe,2.0,
29,1,Anne Heche,18.0,Rank (Bottom 2 Elimination),6.66,6.21,100.0,Safe,8.0,
29,1,Jesse Metcalfe,18.0,Rank (Bottom 2 Elimination),6.7,6.25,100.0,Safe,8.0,
29,1,Chrishell Stause,13.0,Rank (Bottom 2 Elimination),6.65,6.23,100.0,Safe,3.0,
29,1,Skai Jackson,21.0,Rank (Bottom 2 Elimination),6.65,6.22,100.0,Safe,14.5,
29,1,Justina Machado,21.0,Rank (Bottom 2 Elimination),6.64,6.2,100.0,Safe,14.5,
29,1,Charles Oakley,12.0,Rank (Bottom 2 Elimination),6.64,6.23,100.0,Safe,2.0,
29,1,Veron Davis,17.0,Rank (Bottom 2 Elimination),6.7,6.25,100.0,Safe,5.0,
29,1,Johnny Weir,18.0,Rank (Bottom 2 Elimination),6.69,6.26,100.0,Safe,8.0,
29,1,Nev Schulman,20.0,Rank (Bottom 2 Elimination),6.69,6.27,100.0,Safe,12.5,
29,1,AJ McLean,18.0,Rank (Bottom 2 Elimination),6.65,6.22,100.0,Safe,8.0,
29,1,Nelly,16.0,Rank (Bottom 2 Elimination),6.69,6.24,100.0,Safe,4.0,
29,1,Kaitlyn Bristowe,20.0,Rank (Bottom 2 Elimination),6.66,6.22,100.0,Safe,12.5,
29,1,Carole Baskin,11.0,Rank (Bottom 2 Elimination),6.66,6.22,100.0,Safe,1.0,
29,1,Monica Aldama,19.0,Rank (Bottom 2 Elimination),6.66,6.22,100.0,Safe,11.0,
29,1,Jeannie Mai,18.0,Rank (Bottom 2 Elimination),6.67,6.23,100.0,Safe,8.0,
29,2,Anne Heche,18.0,Rank (Bottom 2 Elimination),6.85,3.51,46.81,Safe,7.5,
29,2,Jesse Metcalfe,20.0,Rank (Bottom 2 Elimination),6.81,3.55,46.81,Safe,12.0,
29,2,Chrishell Stause,18.0,Rank (Bottom 2 Elimination),6.84,3.49,46.81,Safe,7.5,
29,2,Skai Jackson,15.0,Rank (Bottom 2 Elimination),7.11,3.52,46.81,Safe,1.5,
29,2,Justina Machado,21.0,Rank (Bottom 2 Elimination),6.73,3.51,46.81,Safe,13.5,
29,2,Charles Oakley,15.0,Rank (Bottom 2 Elimination),3.95,1.48,46.81,Eliminated,1.5,
29,2,Veron Davis,18.0,Rank (Bottom 2 Elimination),6.88,3.52,46.81,Safe,7.5,
29,2,Johnny Weir,18.0,Rank (Bottom 2 Elimination),6.85,3.51,46.81,Safe,7.5,
29,2,Nev Schulman,21.0,Rank (Bottom 2 Elimination),6.74,3.52,46.81,Safe,13.5,
29,2,AJ McLean,19.0,Rank (Bottom 2 Elimination),6.75,3.55,46.81,Safe,11.0,
29,2,Nelly,18.0,Rank (Bottom 2 Elimination),6.81,3.48,46.81,Safe,7.5,
29,2,Kaitlyn Bristowe,22.0,Rank (Bottom 2 Elimination),6.71,3.49,46.81,Safe,15.0,
29,2,Carole Baskin,16.0,Rank (Bottom 2 Elimination),7.09,3.5,46.81,Safe,3.5,
29,2,Monica Aldama,16.0,Rank (Bottom 2 Elimination),7.1,3.46,46.81,Safe,3.5,
29,2,Jeannie Mai,18.0,Rank (Bottom 2 Elimination),6.77,3.51,46.81,Safe,7.5,
29,3,Anne Heche,15.0,Rank (Bottom 2 Elimination),7.73,3.68,44.82,Safe,2.0,
29,3,Jesse Metcalfe,20.0,Rank (Bottom 2 Elimination),7.4,3.61,44.82,Safe,6.0,
29,3,Chrishell Stause,22.0,Rank (Bottom 2 Elimination),7.22,3.66,44.82,Safe,10.0,
29,3,Skai Jackson,18.0,Rank (Bottom 2 Elimination),7.89,3.65,44.82,Safe,3.5,
29,3,Justina Machado,19.0,Rank (Bottom 2 Elimination),7.38,3.57,44.82,Safe,5.0,
29,3,Veron Davis,22.0,Rank (Bottom 2 Elimination),7.2,3.63,44.82,Safe,10.0,
29,3,Johnny Weir,24.0,Rank (Bottom 2 Elimination),7.19,3.64,44.82,Safe,13.5,
29,3,Nev Schulman,24.0,Rank (Bottom 2 Elimination),7.1,3.63,44.82,Safe,13.5,
29,3,AJ McLean,21.0,Rank (Bottom 2 Elimination),7.13,3.61,44.82,Safe,7.5,
29,3,Nelly,18.0,Rank (Bottom 2 Elimination),7.59,3.61,44.82,Safe,3.5,
29,3,Kaitlyn Bristowe,23.0,Rank (Bottom 2 Elimination),7.05,3.6,44.82,Safe,12.0,
29,3,Carole Baskin,12.0,Rank (Bottom 2 Elimination),4.5,1.62,44.82,Eliminated,1.0,
29,3,Monica Aldama,21.0,Rank (Bottom 2 Elimination),7.48,3.66,44.82,Safe,7.5,
29,3,Jeannie Mai,22.0,Rank (Bottom 2 Elimination),7.14,3.61,44.82,Safe,10.0,
29,4,Anne Heche,21.0,Rank (Bottom 2 Elimination),4.73,1.59,37.16,Eliminated,2.5,
29,4,Jesse Metcalfe,21.0,Rank (Bottom 2 Elimination),8.46,3.73,37.16,Safe,2.5,
29,4,Chrishell Stause,22.0,Rank (Bottom 2 Elimination),7.9,3.69,37.16,Safe,5.5,
29,4,Skai Jackson,28.0,Rank (Bottom 2 Elimination),8.36,3.88,37.16,Safe,13.0,
29,4,Justina Machado,24.0,Rank (Bottom 2 Elimination),7.82,3.76,37.16,Safe,9.0,
29,4,Veron Davis,22.0,Rank (Bottom 2 Elimination),7.89,3.67,37.16,Safe,5.5,
29,4,Johnny Weir,24.0,Rank (Bottom 2 Elimination),7.6,3.72,37.16,Safe,9.0,
29,4,Nev Schulman,24.0,Rank (Bottom 2 Elimination),7.52,3.68,37.16,Safe,9.0,
29,4,AJ McLean,24.0,Rank (Bottom 2 Elimination),7.54,3.68,37.16,Safe,9.0,
29,4,Nelly,21.0,Rank (Bottom 2 Elimination),8.64,3.77,37.16,Safe,2.5,
29,4,Kaitlyn Bristowe,25.0,Rank (Bottom 2 Elimination),7.48,3.7,37.16,Safe,12.0,
29,4,Monica Aldama,24.0,Rank (Bottom 2 Elimination),7.92,3.78,37.16,Safe,9.0,
29,4,Jeannie Mai,21.0,Rank (Bottom 2 Elimination),8.15,3.68,37.16,Safe,2.5,
29,5,Jesse Metcalfe,19.0,Rank (Bottom 2 Elimination),5.72,1.84,45.2,Eliminated,1.5,
29,5,Chrishell Stause,19.0,Rank (Bottom 2 Elimination),8.97,3.96,45.2,Safe,1.5,
29,5,Skai Jackson,24.0,Rank (Bottom 2 Elimination),9.06,3.93,45.2,Safe,6.0,
29,5,Justina Machado,24.0,Rank (Bottom 2 Elimination),8.51,3.85,45.2,Safe,6.0,
29,5,Veron Davis,21.0,Rank (Bottom 2 Elimination),8.91,3.9,45.2,Safe,3.0,
29,5,Johnny Weir,29.0,Rank (Bottom 2 Elimination),8.06,3.84,45.2,Safe,12.0,
29,5,Nev Schulman,26.0,Rank (Bottom 2 Elimination),7.95,3.82,45.2,Safe,9.5,
29,5,AJ McLean,24.0,Rank (Bottom 2 Elimination),8.23,3.78,45.2,Safe,6.0,
29,5,Nelly,24.0,Rank (Bottom 2 Elimination),9.38,4.0,45.2,Safe,6.0,
29,5,Kaitlyn Bristowe,27.0,Rank (Bottom 2 Elimination),7.94,3.83,45.2,Safe,11.0,
29,5,Monica Aldama,26.0,Rank (Bottom 2 Elimination),8.41,3.91,45.2,Safe,9.5,
29,5,Jeannie Mai,24.0,Rank (Bottom 2 Elimination),8.85,3.92,45.2,Safe,6.0,
29,6,Chrishell Stause,24.0,Rank (Bottom 2 Elimination),10.07,4.07,45.23,Safe,4.5,
29,6,Skai Jackson,18.0,Rank (Bottom 2 Elimination),10.44,4.22,45.23,Safe,1.0,
29,6,Justina Machado,27.0,Rank (Bottom 2 Elimination),9.1,4.05,45.23,Safe,9.5,
29,6,Veron Davis,21.0,Rank (Bottom 2 Elimination),6.27,2.0,45.23,Eliminated,2.0,
29,6,Johnny Weir,22.0,Rank (Bottom 2 Elimination),9.25,3.94,45.23,Safe,3.0,
29,6,Nev Schulman,26.0,Rank (Bottom 2 Elimination),8.55,3.88,45.23,Safe,7.0,
29,6,AJ McLean,27.0,Rank (Bottom 2 Elimination),8.83,4.01,45.23,Safe,9.5,
29,6,Nelly,24.0,Rank (Bottom 2 Elimination),10.41,4.09,45.23,Safe,4.5,
29,6,Kaitlyn Bristowe,27.0,Rank (Bottom 2 Elimination),8.47,3.93,45.23,Safe,9.5,
29,6,Monica Aldama,27.0,Rank (Bottom 2 Elimination),9.0,4.03,45.23,Safe,9.5,
29,6,Jeannie Mai,25.0,Rank (Bottom 2 Elimination),9.6,4.05,45.23,Safe,6.0,
29,7,Chrishell Stause,26.0,Rank (Bottom 2 Elimination),11.13,4.3,57.03,Safe,5.0,
29,7,Skai Jackson,27.0,Rank (Bottom 2 Elimination),11.27,4.44,57.03,Safe,8.0,
29,7,Justina Machado,26.0,Rank (Bottom 2 Elimination),10.11,4.16,57.03,Safe,5.0,
29,7,Johnny Weir,27.0,Rank (Bottom 2 Elimination),9.97,4.23,57.03,Safe,8.0,
29,7,Nev Schulman,30.0,Rank (Bottom 2 Elimination),9.17,4.1,57.03,Safe,10.0,
29,7,AJ McLean,26.0,Rank (Bottom 2 Elimination),9.81,4.1,57.03,Safe,5.0,
29,7,Nelly,27.0,Rank (Bottom 2 Elimination),11.22,4.43,57.03,Safe,8.0,
29,7,Kaitlyn Bristowe,24.0,Rank (Bottom 2 Elimination),9.58,4.2,57.03,Safe,2.0,
29,7,Monica Aldama,22.0,Rank (Bottom 2 Elimination),6.95,2.25,57.03,Eliminated,1.0,
29,7,Jeannie Mai,25.0,Rank (Bottom 2 Elimination),10.79,4.25,57.03,Safe,3.0,
29,8,Chrishell Stause,27.0,Rank (Bottom 2 Elimination),8.65,2.17,27.62,Eliminated,3.5,
29,8,Skai Jackson,26.9998,Rank (Bottom 2 Elimination),14.89,4.61,27.62,Safe,2.0,
29,8,Justina Machado,28.9998,Rank (Bottom 2 Elimination),12.56,4.42,27.62,Safe,6.0,
29,8,Johnny Weir,30.0,Rank (Bottom 2 Elimination),12.19,4.54,27.62,Safe,7.5,
29,8,Nev Schulman,30.0,Rank (Bottom 2 Elimination),11.28,4.43,27.62,Safe,7.5,
29,8,AJ McLean,27.0,Rank (Bottom 2 Elimination),13.09,4.31,27.62,Safe,3.5,
29,8,Nelly,24.0,Rank (Bottom 2 Elimination),14.9,4.89,27.62,Safe,1.0,
29,8,Kaitlyn Bristowe,28.0,Rank (Bottom 2 Elimination),12.43,4.32,27.62,Safe,5.0,
29,9,Skai Jackson,28.9998,Rank (Bottom 2 Elimination),16.82,5.1,55.98,Safe,4.5,
29,9,Justina Machado,25.9998,Rank (Bottom 2 Elimination),14.56,5.02,55.98,Safe,3.0,
29,9,Johnny Weir,30.0,Rank (Bottom 2 Elimination),13.48,4.85,55.98,Safe,6.5,
29,9,Nev Schulman,28.9998,Rank (Bottom 2 Elimination),12.96,4.61,55.98,Safe,4.5,
29,9,AJ McLean,24.9998,Rank (Bottom 2 Elimination),11.15,2.91,55.98,Eliminated,2.0,
29,9,Nelly,24.0,Rank (Bottom 2 Elimination),17.34,5.08,55.98,Safe,1.0,
29,9,Kaitlyn Bristowe,30.0,Rank (Bottom 2 Elimination),13.69,4.87,55.98,Safe,6.5,
29,10,Skai Jackson,28.5,Rank (Bottom 2 Elimination),14.06,2.96,37.49,Eliminated,2.5,
29,10,Justina Machado,29.0,Rank (Bottom 2 Elimination),17.58,4.91,37.49,Safe,4.0,
29,10,Johnny Weir,28.5,Rank (Bottom 2 Elimination),16.71,5.21,37.49,Safe,2.5,
29,10,Nev Schulman,30.0,Rank (Bottom 2 Elimination),14.8,4.99,37.49,Safe,5.5,
29,10,Nelly,28.0,Rank (Bottom 2 Elimination),21.26,5.53,37.49,Safe,1.0,
29,10,Kaitlyn Bristowe,30.0,Rank (Bottom 2 Elimination),15.6,5.07,37.49,Safe,5.5,
29,11,Justina Machado,30.0,Rank (Bottom 2 Elimination),25.36,6.09,100.0,Safe,3.0,
29,11,Nev Schulman,30.0,Rank (Bottom 2 Elimination),21.4,5.75,100.0,Safe,3.0,
29,11,Nelly,28.5,Rank (Bottom 2 Elimination),30.72,6.46,100.0,Safe,1.0,
29,11,Kaitlyn Bristowe,30.0,Rank (Bottom 2 Elimination),22.52,5.85,100.0,Safe,3.0,
30,1,Martin Kove,13.0,Rank (Bottom 2 Elimination),6.67,6.27,100.0,Safe,1.0,
30,1,Brian Austin Green,24.0,Rank (Bottom 2 Elimination),6.68,6.25,100.0,Safe,5.5,
30,1,Melora Hardin,26.0,Rank (Bottom 2 Elimination),6.66,6.21,100.0,Safe,10.5,
30,1,Matt James,24.0,Rank (Bottom 2 Elimination),6.64,6.2,100.0,Safe,5.5,
30,1,"Mike ""The Miz"" Mizanin",24.0,Rank (Bottom 2 Elimination),6.66,6.23,100.0,Safe,5.5,
30,1,Suni Lee,28.0,Rank (Bottom 2 Elimination),6.68,6.24,100.0,Safe,13.5,
30,1,Iman Shumpert,21.0,Rank (Bottom 2 Elimination),6.67,6.25,100.0,Safe,2.0,
30,1,Cody Rigsby,24.0,Rank (Bottom 2 Elimination),6.66,6.24,100.0,Safe,5.5,
30,1,Melanie C,27.0,Rank (Bottom 2 Elimination),6.71,6.28,100.0,Safe,12.0,
30,1,Jimmie Allen,22.0,Rank (Bottom 2 Elimination),6.65,6.2,100.0,Safe,3.0,
30,1,Olivia Jade,25.0,Rank (Bottom 2 Elimination),6.63,6.2,100.0,Safe,8.5,
30,1,JoJo Siwa,29.0,Rank (Bottom 2 Elimination),6.71,6.28,100.0,Safe,15.0,
30,1,Christine Chiu,25.0,Rank (Bottom 2 Elimination),6.66,6.24,100.0,Safe,8.5,
30,1,Kenya Moore,26.0,Rank (Bottom 2 Elimination),6.67,6.24,100.0,Safe,10.5,
30,1,Amanda Kloots,28.0,Rank (Bottom 2 Elimination),6.65,6.25,100.0,Safe,13.5,
30,2,Martin Kove,15.0,Rank (Bottom 2 Elimination),4.15,1.59,50.32,Eliminated,1.0,
30,2,Brian Austin Green,23.0,Rank (Bottom 2 Elimination),7.08,3.52,50.32,Safe,3.0,
30,2,Melora Hardin,27.0,Rank (Bottom 2 Elimination),6.75,3.54,50.32,Safe,10.0,
30,2,Matt James,22.0,Rank (Bottom 2 Elimination),7.1,3.53,50.32,Safe,2.0,
30,2,"Mike ""The Miz"" Mizanin",26.0,Rank (Bottom 2 Elimination),6.78,3.53,50.32,Safe,8.0,
30,2,Suni Lee,28.0,Rank (Bottom 2 Elimination),6.72,3.51,50.32,Safe,12.0,
30,2,Iman Shumpert,25.0,Rank (Bottom 2 Elimination),6.83,3.5,50.32,Safe,7.0,
30,2,Cody Rigsby,24.0,Rank (Bottom 2 Elimination),6.95,3.47,50.32,Safe,5.0,
30,2,Melanie C,30.0,Rank (Bottom 2 Elimination),6.77,3.55,50.32,Safe,13.0,
30,2,Jimmie Allen,27.0,Rank (Bottom 2 Elimination),6.73,3.52,50.32,Safe,10.0,
30,2,Olivia Jade,27.0,Rank (Bottom 2 Elimination),6.7,3.52,50.32,Safe,10.0,
30,2,JoJo Siwa,31.0,Rank (Bottom 2 Elimination),6.78,3.53,50.32,Safe,14.0,
30,2,Christine Chiu,24.0,Rank (Bottom 2 Elimination),6.96,3.5,50.32,Safe,5.0,
30,2,Kenya Moore,24.0,Rank (Bottom 2 Elimination),6.98,3.5,50.32,Safe,5.0,
30,2,Amanda Kloots,32.0,Rank (Bottom 2 Elimination),6.71,3.54,50.32,Safe,15.0,
30,3,Brian Austin Green,19.0,Rank (Bottom 2 Elimination),8.6,3.44,7.94,Safe,2.5,
30,3,Melora Hardin,23.0,Rank (Bottom 2 Elimination),6.81,3.51,7.94,Safe,11.0,
30,3,Matt James,20.0,Rank (Bottom 2 Elimination),8.12,3.41,7.94,Safe,4.5,
30,3,"Mike ""The Miz"" Mizanin",22.0,Rank (Bottom 2 Elimination),6.89,3.52,7.94,Safe,9.5,
30,3,Suni Lee,21.0,Rank (Bottom 2 Elimination),7.18,3.33,7.94,Safe,7.0,
30,3,Iman Shumpert,19.0,Rank (Bottom 2 Elimination),8.38,3.44,7.94,Safe,2.5,
30,3,Cody Rigsby,18.0,Rank (Bottom 2 Elimination),8.68,3.69,7.94,Safe,1.0,
30,3,Melanie C,22.0,Rank (Bottom 2 Elimination),6.8,3.45,7.94,Safe,9.5,
30,3,Jimmie Allen,20.0,Rank (Bottom 2 Elimination),7.84,3.38,7.94,Safe,4.5,
30,3,Olivia Jade,24.0,Rank (Bottom 2 Elimination),6.73,3.48,7.94,Safe,13.0,
30,3,JoJo Siwa,24.0,Rank (Bottom 2 Elimination),6.89,3.5,7.94,Safe,13.0,
30,3,Christine Chiu,21.0,Rank (Bottom 2 Elimination),2.91,1.05,7.94,Eliminated,7.0,
30,3,Kenya Moore,21.0,Rank (Bottom 2 Elimination),7.38,3.39,7.94,Safe,7.0,
30,3,Amanda Kloots,24.0,Rank (Bottom 2 Elimination),6.79,3.47,7.94,Safe,13.0,
30,4,Brian Austin Green,26.0,Rank (Bottom 2 Elimination),5.78,1.88,46.24,Eliminated,1.0,
30,4,Melora Hardin,36.5,Rank (Bottom 2 Elimination),7.1,3.68,46.24,Safe,13.0,
30,4,Matt James,28.5,Rank (Bottom 2 Elimination),8.97,3.91,46.24,Safe,2.0,
30,4,"Mike ""The Miz"" Mizanin",32.5,Rank (Bottom 2 Elimination),7.4,3.62,46.24,Safe,6.5,
30,4,Suni Lee,34.0,Rank (Bottom 2 Elimination),7.49,3.73,46.24,Safe,9.5,
30,4,Iman Shumpert,31.5,Rank (Bottom 2 Elimination),9.0,3.92,46.24,Safe,5.0,
30,4,Cody Rigsby,29.0,Rank (Bottom 2 Elimination),9.48,3.95,46.24,Safe,3.0,
30,4,Melanie C,33.0,Rank (Bottom 2 Elimination),7.12,3.65,46.24,Safe,8.0,
30,4,Jimmie Allen,32.5,Rank (Bottom 2 Elimination),8.34,3.82,46.24,Safe,6.5,
30,4,Olivia Jade,35.0,Rank (Bottom 2 Elimination),6.98,3.65,46.24,Safe,11.5,
30,4,JoJo Siwa,35.0,Rank (Bottom 2 Elimination),7.15,3.68,46.24,Safe,11.5,
30,4,Kenya Moore,29.5,Rank (Bottom 2 Elimination),8.12,3.76,46.24,Safe,4.0,
30,4,Amanda Kloots,34.0,Rank (Bottom 2 Elimination),7.07,3.66,46.24,Safe,9.5,
30,5,Melora Hardin,36.0,Rank (Bottom 2 Elimination),8.5,3.42,10.02,Safe,7.0,
30,5,"Mike ""The Miz"" Mizanin",32.0,Rank (Bottom 2 Elimination),10.15,3.8,10.02,Safe,2.5,
30,5,Suni Lee,36.0,Rank (Bottom 2 Elimination),8.78,3.56,10.02,Safe,7.0,
30,5,Iman Shumpert,28.0,Rank (Bottom 2 Elimination),12.21,4.35,10.02,Safe,1.0,
30,5,Cody Rigsby,32.0,Rank (Bottom 2 Elimination),12.17,4.14,10.02,Safe,2.5,
30,5,Melanie C,36.0,Rank (Bottom 2 Elimination),3.86,1.3,10.02,Eliminated,7.0,
30,5,Jimmie Allen,34.0,Rank (Bottom 2 Elimination),10.4,3.73,10.02,Safe,4.0,
30,5,Olivia Jade,36.0,Rank (Bottom 2 Elimination),8.42,3.48,10.02,Safe,7.0,
30,5,JoJo Siwa,40.0,Rank (Bottom 2 Elimination),8.04,3.66,10.02,Safe,11.0,
30,5,Kenya Moore,36.0,Rank (Bottom 2 Elimination),9.46,3.78,10.02,Safe,7.0,
30,5,Amanda Kloots,39.0,Rank (Bottom 2 Elimination),8.0,3.6,10.02,Safe,10.0,
30,6,Melora Hardin,34.0,Rank (Bottom 2 Elimination),9.44,4.15,55.6,Safe,2.5,
30,6,"Mike ""The Miz"" Mizanin",34.0,Rank (Bottom 2 Elimination),11.21,4.3,55.6,Safe,2.5,
30,6,Suni Lee,36.0,Rank (Bottom 2 Elimination),9.54,4.05,55.6,Safe,5.0,
30,6,Iman Shumpert,40.0,Rank (Bottom 2 Elimination),12.87,4.69,55.6,Safe,9.5,
30,6,Cody Rigsby,36.0,Rank (Bottom 2 Elimination),12.97,4.62,55.6,Safe,5.0,
30,6,Jimmie Allen,38.0,Rank (Bottom 2 Elimination),10.94,4.39,55.6,Safe,7.5,
30,6,Olivia Jade,36.0,Rank (Bottom 2 Elimination),9.18,4.02,55.6,Safe,5.0,
30,6,JoJo Siwa,40.0,Rank (Bottom 2 Elimination),8.38,3.95,55.6,Safe,9.5,
30,6,Kenya Moore,32.0,Rank (Bottom 2 Elimination),7.11,2.27,55.6,Eliminated,1.0,
30,6,Amanda Kloots,38.0,Rank (Bottom 2 Elimination),8.37,3.97,55.6,Safe,7.5,
30,7,Melora Hardin,38.0,Rank (Bottom 2 Elimination),10.31,4.31,60.95,Safe,6.5,
30,7,"Mike ""The Miz"" Mizanin",32.0,Rank (Bottom 2 Elimination),9.46,2.84,60.95,Eliminated,1.0,
30,7,Suni Lee,34.0,Rank (Bottom 2 Elimination),10.95,4.39,60.95,Safe,3.0,
30,7,Iman Shumpert,34.0,Rank (Bottom 2 Elimination),14.55,4.78,60.95,Safe,3.0,
30,7,Cody Rigsby,36.0,Rank (Bottom 2 Elimination),14.3,4.86,60.95,Safe,5.0,
