celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_Est_FanPct_Mean_Bayesian,week2_Est_FanPct_Mean_Bayesian,week3_Est_FanPct_Mean_Bayesian,week4_Est_FanPct_Mean_Bayesian,week5_Est_FanPct_Mean_Bayesian,week6_Est_FanPct_Mean_Bayesian,week7_Est_FanPct_Mean_Bayesian,week8_Est_FanPct_Mean_Bayesian,week9_Est_FanPct_Mean_Bayesian,week10_Est_FanPct_Mean_Bayesian,week11_Est_FanPct_Mean_Bayesian,week1_Est_FanPct_Std_Bayesian,week2_Est_FanPct_Std_Bayesian,week3_Est_FanPct_Std_Bayesian,week4_Est_FanPct_Std_Bayesian,week5_Est_FanPct_Std_Bayesian,week6_Est_FanPct_Std_Bayesian,week7_Est_FanPct_Std_Bayesian,week8_Est_FanPct_Std_Bayesian,week9_Est_FanPct_Std_Bayesian,week10_Est_FanPct_Std_Bayesian,week11_Est_FanPct_Std_Bayesian,week1_Acceptance_RatePct_Bayesian,week2_Acceptance_RatePct_Bayesian,week3_Acceptance_RatePct_Bayesian,week4_Acceptance_RatePct_Bayesian,week5_Acceptance_RatePct_Bayesian,week6_Acceptance_RatePct_Bayesian,week7_Acceptance_RatePct_Bayesian,week8_Acceptance_RatePct_Bayesian,week9_Acceptance_RatePct_Bayesian,week10_Acceptance_RatePct_Bayesian,week11_Acceptance_RatePct_Bayesian
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.07,2.74,,,,,,,,,,3.24,1.07,,,,,,,,,,37.55,13.65,,,,,,,,,
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.63,8.85,9.35,10.21,11.04,13.42,9.16,,,,,3.63,3.45,3.64,3.89,4.19,4.11,2.32,,,,,37.55,13.65,8.87,22.22,53.02,21.04,29.08,,,,
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,7.36,7.92,8.77,9.47,10.99,12.15,14.7,19.99,24.43,33.34,,3.62,3.62,3.71,4.03,4.11,4.39,4.45,4.2,4.83,6.6,,37.55,13.65,8.87,22.22,53.02,21.04,29.08,3.99,5.85,100.0,
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,6.77,7.56,8.46,9.14,10.03,11.56,14.89,17.73,26.3,29.47,,3.52,3.46,3.55,3.81,4.11,4.25,4.13,4.32,4.16,6.39,,37.55,13.65,8.87,22.22,53.02,21.04,29.08,3.99,5.85,100.0,
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.1,,,,,,,,,,,1.29,,,,,,,,,,,37.55,,,,,,,,,,
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,0.0,0.0,0.0,,,,,,11.79,12.3,13.09,14.39,15.78,17.95,20.43,24.66,23.36,,,4.53,4.46,4.61,4.85,5.06,4.92,5.46,5.41,2.74,,,37.55,13.65,8.87,22.22,53.02,21.04,29.08,3.99,5.85,,
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.27,8.13,8.86,4.99,,,,,,,,3.63,3.52,3.67,1.6,,,,,,,,37.55,13.65,8.87,22.22,,,,,,,
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.35,8.87,3.95,,,,,,,,,3.83,3.83,1.23,,,,,,,,,37.55,13.65,8.87,,,,,,,,
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.71,8.13,8.75,10.0,6.44,,,,,,,3.3,3.15,3.3,3.48,2.09,,,,,,,37.55,13.65,8.87,22.22,53.02,,,,,,
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,10.49,11.27,12.61,13.19,14.49,9.52,,,,,,4.26,4.11,4.05,4.48,4.71,2.16,,,,,,37.55,13.65,8.87,22.22,53.02,21.04,,,,,
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,15.31,15.61,16.52,18.2,19.8,21.41,25.3,16.94,,,,5.05,5.03,5.12,5.36,5.57,5.73,5.94,2.34,,,,37.55,13.65,8.87,22.22,53.02,21.04,29.08,3.99,,,
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,8.15,8.62,9.63,10.4,11.43,14.0,15.52,20.67,25.91,37.18,,3.66,3.68,3.72,4.01,4.28,4.16,4.52,4.3,5.0,6.76,,37.55,13.65,8.87,22.22,53.02,21.04,29.08,3.99,5.85,100.0,
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,12.81,12.97,13.62,14.73,15.59,17.51,19.86,22.46,32.26,42.42,,4.68,4.73,4.8,4.91,5.1,5.33,5.46,5.7,6.02,6.92,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,28.48,15.24,100.0,
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.32,7.78,3.45,,,,,,,,,3.65,3.56,1.2,,,,,,,,,100.0,35.37,14.73,,,,,,,,
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.83,6.29,7.56,4.01,,,,,,,,3.28,3.22,3.17,1.5,,,,,,,,100.0,35.37,14.73,39.35,,,,,,,
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.88,8.21,8.97,9.82,10.8,11.62,7.52,,,,,3.78,3.74,3.74,3.87,4.02,4.37,1.94,,,,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,,,,
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.92,7.07,8.16,8.47,9.64,11.75,13.1,8.61,,,,3.55,3.56,3.48,3.76,3.86,3.85,3.99,2.21,,,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,28.48,,,
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,9.62,9.93,10.63,11.45,12.77,14.05,16.34,18.53,,,,4.13,4.09,4.13,4.29,4.31,4.6,4.6,4.8,,,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,28.48,,,
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.76,3.59,,,,,,,,,,3.52,1.33,,,,,,,,,,100.0,35.37,,,,,,,,,
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,7.34,7.58,8.4,8.83,9.93,11.27,13.38,15.56,24.62,27.47,,3.65,3.63,3.63,3.89,3.99,4.14,4.12,4.29,4.39,6.25,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,28.48,15.24,100.0,
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.8,9.1,9.87,10.56,6.43,,,,,,,3.96,3.91,3.93,4.13,1.77,,,,,,,100.0,35.37,14.73,39.35,26.84,,,,,,
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.85,9.32,9.92,10.95,11.93,7.81,,,,,,3.97,3.89,3.94,4.04,4.16,2.06,,,,,,100.0,35.37,14.73,39.35,26.84,28.9,,,,,
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,8.31,8.46,9.07,10.01,10.75,12.04,14.26,16.59,25.9,30.11,,3.86,3.89,3.94,4.04,4.27,4.51,4.42,4.56,4.62,6.43,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,28.48,15.24,100.0,
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,0.0,0.0,0.0,,,,,,9.56,9.71,10.37,11.17,12.16,13.95,15.55,18.25,17.22,,,4.12,4.16,4.17,4.36,4.5,4.56,4.84,4.84,2.86,,,100.0,35.37,14.73,39.35,26.84,28.9,19.99,28.48,15.24,,
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.14,7.67,8.48,9.98,10.68,11.98,12.07,6.86,,,,3.56,3.61,3.63,3.97,4.32,3.86,4.56,1.85,,,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,,,
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.23,7.64,8.48,10.38,10.68,5.3,,,,,,3.53,3.64,3.64,3.87,4.32,1.54,,,,,,8.73,17.05,18.03,15.7,100.0,12.84,,,,,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,9.16,9.84,10.41,12.68,13.06,13.7,14.61,15.83,,,,3.88,3.99,4.08,4.19,4.71,4.35,4.94,4.43,,,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,,,
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,12.83,14.02,14.62,16.45,18.17,18.18,20.07,20.18,27.16,38.25,,4.72,4.84,4.94,5.18,5.4,5.23,5.6,5.47,6.02,6.81,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,47.58,100.0,
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,0.0,0.0,0.0,,,,,,6.16,6.47,7.3,9.4,8.98,10.29,10.24,12.03,10.77,,,3.16,3.22,3.26,3.47,4.01,3.57,4.24,3.73,2.81,,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,47.58,,
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,7.62,8.48,9.05,10.84,11.4,12.67,12.84,13.84,19.51,,,3.7,3.7,3.77,4.02,4.45,3.95,4.69,4.25,4.68,,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,47.58,,
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,10.34,11.19,11.83,13.55,14.93,15.21,16.59,17.04,22.86,33.12,,4.25,4.39,4.46,4.74,5.0,4.76,5.2,4.93,5.57,6.59,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,47.58,100.0,
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.5,,,,,,,,,,,1.06,,,,,,,,,,,8.73,,,,,,,,,,
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.21,6.71,2.8,,,,,,,,,3.13,3.16,1.11,,,,,,,,,8.73,17.05,18.03,,,,,,,,
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.58,2.55,,,,,,,,,,3.18,1.02,,,,,,,,,,8.73,17.05,,,,,,,,,
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.52,7.09,7.87,,,,,,,,,3.25,3.25,3.31,,,,,,,,,8.73,17.05,18.03,,,,,,,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.38,9.44,9.74,5.46,,,,,,,,3.68,3.66,3.81,1.56,,,,,,,,8.73,17.05,18.03,15.7,,,,,,,
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,8.32,8.91,9.44,11.28,12.09,12.67,13.58,14.23,19.71,28.64,,3.75,3.86,3.96,4.19,4.56,4.26,4.8,4.45,4.94,6.34,,8.73,17.05,18.03,15.7,100.0,12.84,100.0,18.62,47.58,100.0,
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,0.0,0.0,0.0,,,,,,6.52,6.51,7.45,8.41,9.34,10.56,12.09,15.27,11.9,,,3.45,3.45,3.54,3.62,3.77,3.89,4.12,4.1,3.03,,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,19.16,52.6,,
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,13.92,13.91,15.18,16.15,18.01,19.03,20.76,23.72,28.87,32.88,,4.85,4.84,5.04,5.19,5.39,5.5,5.7,5.95,6.28,6.4,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,19.16,52.6,58.55,
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.89,7.9,,,,,,,,,,3.78,3.78,,,,,,,,,,100.0,100.0,,,,,,,,,
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.59,6.58,7.38,9.49,9.42,6.11,,,,,,3.48,3.47,3.59,3.43,3.79,1.91,,,,,,100.0,100.0,32.14,12.34,42.72,37.51,,,,,
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,6.14,6.13,6.92,7.57,8.45,9.65,10.75,13.6,16.28,14.96,,3.36,3.36,3.47,3.61,3.77,3.88,4.23,4.18,4.47,3.52,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,19.16,52.6,58.55,
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,8.18,8.18,8.98,9.89,10.84,12.35,13.6,16.3,19.14,24.26,,3.84,3.84,4.01,4.07,4.33,4.31,4.58,4.63,5.07,4.99,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,19.16,52.6,58.55,
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.83,5.84,7.73,8.18,4.83,,,,,,,3.29,3.28,3.23,3.34,1.75,,,,,,,100.0,100.0,32.14,12.34,42.72,,,,,,
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.24,8.24,9.37,10.26,11.54,12.54,9.73,,,,,3.85,3.85,3.9,3.99,4.12,4.27,2.59,,,,,100.0,100.0,32.14,12.34,42.72,37.51,50.4,,,,
Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.72,6.72,4.02,,,,,,,,,3.5,3.51,1.48,,,,,,,,,100.0,100.0,32.14,,,,,,,,
